"","","","y"
"1",7.82497152662836,5.23288875677776,2.60618855820455
"2",3.42209407826886,-0.967234421765685,3.19842247642928
"3",2.49913701904006,-0.657847589400929,3.48639986990251
"4",0.657981170807034,1.65673756376889,4.09701648306587
"5",0.86039132066071,1.36618108587616,3.87390481020835
"6",1.4088737484999,0.540022029476188,3.92798111953783
"7",0.631815521977842,1.7883276040853,4.10578414744921
"8",6.83238382264972,2.63191194121414,2.774575675215
"9",5.81059575569816,0.852135255142723,2.46937491801627
"10",7.30983094754629,3.7783913669919,2.69365517766914
"11",4.55191138223745,-0.610238337472092,3.08800268176919
"12",5.45235880487598,0.232410647898429,3.22685981780918
"13",2.71421611797996,-0.749182815616319,3.44603905531358
"14",5.92102006077766,0.873382070065033,2.93123830463677
"15",2.88267442397773,-0.804079871098985,3.49269931054751
"16",-0.0818873685784638,3.28486500176936,4.14630930908747
"17",6.65666904533282,2.36211935126804,2.78277861219282
"18",3.50058083236217,-1.02709187816869,3.38364198389004
"19",1.33998453966342,0.543956554056864,3.82773068553703
"20",-0.326864066533744,3.9482121717461,4.40879738706897
"21",7.69722018903121,4.75624780668767,2.71796721105066
"22",5.31007499271072,0.00758956441500935,2.76147944052512
"23",3.03725560917519,-0.905892648521698,3.34347445121936
"24",6.64139350666665,2.26223821513214,2.87027535736451
"25",1.28075529611669,0.595311431180206,3.75048366823976
"26",7.42802497721277,4.07651866560352,2.76431449262902
"27",2.28783014952205,-0.489259798378485,3.49629157593985
"28",2.55242122174241,-0.731162271097448,3.45963586917286
"29",3.3265568902716,-0.906738561343262,3.34017557654822
"30",2.60714097623713,-0.704351167611528,3.73457345552893
"31",-0.657690762775019,4.73526084782586,4.84263953044009
"32",0.749633528990671,1.46983383420313,3.90646621771287
"33",5.63003195729107,0.525998459297643,2.94568637172863
"34",6.0392604675144,1.17911483543672,3.00084870526691
"35",1.87246890040115,-0.101703202442299,3.77846183843331
"36",7.58923409157433,4.610440438166,2.4993266033371
"37",5.94433289323933,0.946124198063732,2.67936892413751
"38",5.70870241965167,0.660330191258141,3.03021470757012
"39",6.19621763308533,1.43988277955377,3.04844794797906
"40",3.87127007893287,-0.867043132821684,3.27630156750402
"41",2.22477601305582,-0.445043278514145,3.42075987213135
"42",5.47087234607898,0.3186464800501,3.03154856670029
"43",5.06360399210826,-0.211763577517421,3.02304128029892
"44",4.37934638373554,-0.7244941574232,3.005996344987
"45",2.43067357107066,-0.594619809188987,3.41803894137535
"46",7.92702051671222,5.50035766991698,2.75502441750295
"47",4.0593099608086,-0.872657728472062,3.03327915236226
"48",5.68748772423714,0.661115725280012,2.96984522102382
"49",-0.65095994155854,4.70483460176142,4.81917570789232
"50",0.519793892279267,1.99039499608964,4.06634906481364
"51",4.01299530011602,-0.862021847693611,3.17796581473896
"52",3.76606424408965,-0.98119189875128,3.21852538027609
"53",3.44995031296276,-1.06781818387255,3.39909423097403
"54",-0.534233599901199,4.46238321191502,4.93421576555995
"55",-0.733422691235319,4.92110428566363,4.72013009244471
"56",2.27367215533741,-0.466347370320978,3.41859667638129
"57",6.38073114980944,1.69704033687806,2.89305460777327
"58",0.845948609989136,1.36675092878353,3.95554081696297
"59",3.59864950599149,-1.02699135408765,3.19316089514883
"60",0.697587643517181,1.73357017094813,4.1634036803983
"61",3.47797757410444,-1.03100747871356,3.12878030063273
"62",2.02772847074084,-0.171214282482796,3.70722374264754
"63",6.70029112440534,2.36483105475281,2.81319959856652
"64",4.91362476511858,-0.321660717001625,3.10262016948979
"65",2.33720260183327,-0.525648178471732,3.90213589424597
"66",-0.197179851587862,3.50602894449561,4.43573710607284
"67",1.7160298936069,0.0258332772849215,3.81304571368842
"68",0.531662935391068,1.89255934026088,4.04261848275705
