"","","y","m"
"1",9.76662870217115,0.770083416443556,0.755281235060103
"2",3.89612543769181,0.99292876875366,0.988800541312187
"3",2.66551602538675,0.151189640033384,0.158101813564007
"4",0.210641561076045,-0.000832985290494018,8.76969983420735e-07
"5",0.480521760880947,0.0510224995711832,3.38081221712242e-06
"6",1.21183166466653,0.00152713980224501,0.000130913651770095
"7",0.175754029303789,0.00806084141442668,7.36592812926702e-07
"8",8.44317843019962,0.934223879103079,0.930663042843694
"9",7.08079434093088,0.511462769147128,0.504146973263718
"10",9.07977459672838,0.527063619466991,0.526954093822153
"11",5.40254850964993,0.636795229577478,0.629104275087657
"12",6.60314507316798,0.760761404908819,0.761132920768503
"13",2.95228815730661,0.443586642748807,0.440641440413426
"14",7.22802674770355,0.515682613559241,0.508357721865845
"15",3.17689923197031,0.700940802502943,0.707753068711646
"16",-0.775849824771285,-0.0377826518607988,6.3218804709159e-09
"17",8.20889206044376,1.00354180933276,0.999545542578504
"18",4.00077444314957,1.00867001613265,0.999999325267838
"19",1.11997938621789,0.0167178519027189,8.27086984220728e-05
"20",-1.10248542204499,0.00191515212312981,1.23471321123125e-09
"21",9.59629358537495,0.614392566182593,0.632370254987659
"22",6.4134333236143,0.90557702410069,0.893970309667185
"23",3.38300747890025,0.863749894081091,0.871584015974913
"24",8.18852467555553,1.0213262199696,0.99999992068101
"25",1.04100706148893,0.035794259265291,5.57284136046513e-05
"26",9.2373666362837,0.497260736773664,0.500002138971694
"27",2.38377353269607,0.0530846911624491,0.0438922715063644
"28",2.73656162898988,0.20321245884851,0.211285875017726
"29",3.76874252036214,0.992081727276736,0.979034991579956
"30",2.80952130164951,0.276378411141178,0.278403726294461
"31",-1.54358768370003,-0.0412097002118784,1.36058194818979e-10
"32",0.332844705320895,-0.0111812874953488,1.61564210989972e-06
"33",6.84004260972142,0.594175969493777,0.595509828142586
"34",7.38568062335253,0.549571753999699,0.564084309585269
"35",1.82995853386819,0.0143199718010258,0.00287103554982139
"36",9.4523121220991,0.542090103857186,0.550823788596613
"37",7.25911052431911,0.50279050444721,0.515376494253486
"38",6.94493655953556,0.542634758534365,0.54226041868735
"39",7.59495684411377,0.687974142545479,0.69771296436709
"40",4.49502677191049,0.741822928914187,0.771402771752391
"41",2.29970135074109,0.0315928389414159,0.0292697732281559
"42",6.62782979477197,0.733434263301149,0.742624132893644
"43",6.08480532281101,1.01083442105634,0.999896547779206
"44",5.17246184498072,0.535373910672391,0.517445770300571
"45",2.57423142809421,0.0981517713477314,0.106324892982305
"46",9.90269402228296,0.849273641586997,0.854063714286077
"47",4.74574661441147,0.605112628409651,0.595451395811434
"48",6.91665029898286,0.549579317241734,0.554796248297004
"49",-1.53461325541139,0.0159383305547453,1.42302466597425e-10
"50",0.0263918563723564,0.0163841010956548,3.49053347872715e-07
"51",4.68399373348802,0.637458395513091,0.634292542981877
"52",4.35475232545286,0.86557240926723,0.871288516696518
"53",3.93326708395034,0.996448218895722,0.990680983023147
"54",-1.3789781332016,-0.0313153830343144,3.09863057416886e-10
"55",-1.64456358831376,-0.0132088799359927,8.21217723433866e-11
"56",2.36489620711654,0.0223830301310668,0.0400974524328274
"57",7.84097486641258,0.887162428756331,0.87581134985545
"58",0.461264813318849,0.0202308554966032,3.07047279332182e-06
"59",4.13153267465532,0.974182667183079,0.98078779336437
"60",0.263450191356242,0.00224750353495949,1.1419763169182e-06
"61",3.97063676547259,1.00338207809643,0.992256930010637
"62",2.03697129432112,-0.00896401633414017,0.00804087871125148
"63",8.26705483254045,1.00614644350868,0.993140578377674
"64",5.88483302015811,0.943803699545613,0.952200200412455
"65",2.44960346911103,0.0586916084877247,0.0599747749103556
"66",-0.929573135450482,-0.0383427274321214,2.93116559162239e-09
"67",1.62137319147587,0.00141861495557613,0.00101370001905235
"68",0.0422172471880913,-0.0349434610595344,3.77794990414431e-07
"69",6.01052662916481,0.981108930648989,0.992128496517778
"70",1.37962561193854,-0.0214853088391275,0.000302879698519487
"71",4.35313433036208,0.862240560852117,0.872348199676677
"72",8.1653047921136,0.998510166910494,0.99937974646166
"73",1.79849998001009,-0.0420444294367151,0.00245419294922901
"74",2.2703392226249,0.0278992650922576,0.0253746156169046
"75",2.37797282543033,0.0448738542570349,0.0426910909453797
"76",9.83178814779967,0.80856767473319,0.803728763034458
"77",0.322601639665663,-0.064721800377209,1.53497979995113e-06
"78",2.41472885943949,0.0520534727368161,0.0508659789103184
"79",3.75723197404295,0.974385591170186,0.977820547575845
"80",4.84400296024978,0.550769466119117,0.545028402541417
"81",5.5896832626313,0.771633295671745,0.764157623655311
"82",6.30083446856588,0.960724659998449,0.953568619036586
"83",3.77952567953616,0.975458978946727,0.980113521945999
"84",9.33050709869713,0.514880748886679,0.509983481013652
"85",7.67467229161412,0.760831712825537,0.757109688128872
"86",3.44679524283856,0.891203279523416,0.903259365652123
"87",-1.71159215644002,0.0672332831126294,5.87364409278283e-11
"88",7.69498946052045,0.784053255837392,0.77231876974929
"89",6.7196655832231,0.664933121354043,0.674923101691399
"90",6.35791371203959,0.933871783401284,0.925862593010421
"91",9.94877022132277,0.889160138814107,0.884392168857547
