"","","m_true_new"
"114",-0.87,0
"115",-0.86,0
"116",-0.85,0
"117",-0.84,0
"118",-0.83,0
"119",-0.82,0
"120",-0.81,0
"121",-0.8,0
"122",-0.79,0
"123",-0.78,0
"124",-0.77,0
"125",-0.76,0
"126",-0.75,0
"127",-0.74,0
"128",-0.73,0
"129",-0.72,0
"130",-0.71,0
"131",-0.7,0
"132",-0.69,0
"133",-0.68,0
"134",-0.67,0
"135",-0.66,0
"136",-0.65,0
"137",-0.64,0
"138",-0.63,0
"139",-0.62,0
"140",-0.61,0
"141",-0.6,0
"142",-0.59,0
"143",-0.58,0
"144",-0.57,0
"145",-0.56,0
"146",-0.55,0
"147",-0.54,0
"148",-0.53,0
"149",-0.52,0
"150",-0.51,0
"151",-0.5,0
"152",-0.49,0
"153",-0.48,0
"154",-0.47,0
"155",-0.46,0
"156",-0.45,0
"157",-0.44,0
"158",-0.43,0
"159",-0.42,0
"160",-0.41,0
"161",-0.4,0
"162",-0.39,0
"163",-0.38,0
"164",-0.37,0
"165",-0.36,0
"166",-0.35,0
"167",-0.34,0
"168",-0.33,0
"169",-0.32,0
"170",-0.31,0
"171",-0.3,0
"172",-0.29,0
"173",-0.28,0
"174",-0.27,0
"175",-0.26,0
"176",-0.25,0
"177",-0.24,0
"178",-0.23,0
"179",-0.22,0
"180",-0.21,0
"181",-0.2,0
"182",-0.19,0
"183",-0.18,0
"184",-0.17,0
"185",-0.16,0
"186",-0.15,0
"187",-0.14,0
"188",-0.13,0
"189",-0.12,0
"190",-0.11,0
"191",-0.0999999999999999,0
"192",-0.0899999999999999,0
"193",-0.0800000000000001,0
"194",-0.0700000000000001,0
"195",-0.0600000000000001,0
"196",-0.05,0
"197",-0.04,0
"198",-0.03,0
"199",-0.02,0
"200",-0.01,0
"201",0,0
"202",0.0100000000000002,0
"203",0.02,0
"204",0.0300000000000002,0
"205",0.04,0
"206",0.0499999999999998,0
"207",0.0600000000000001,0
"208",0.0699999999999998,0
"209",0.0800000000000001,0
"210",0.0899999999999999,0
"211",0.1,0
"212",0.11,0
"213",0.12,0
"214",0.13,0
"215",0.14,0
"216",0.15,0
"217",0.16,0
"218",0.17,0
"219",0.18,0
"220",0.19,0
"221",0.2,0
"222",0.21,0
"223",0.22,0
"224",0.23,0
"225",0.24,0
"226",0.25,0
"227",0.26,0
"228",0.27,0
"229",0.28,0
"230",0.29,0
"231",0.3,0
"232",0.31,0
"233",0.32,0
"234",0.33,0
"235",0.34,0
"236",0.35,0
"237",0.36,0
"238",0.37,0
"239",0.38,0
"240",0.39,0
"241",0.4,0
"242",0.41,0
"243",0.42,0
"244",0.43,0
"245",0.44,0
"246",0.45,0
"247",0.46,0
"248",0.47,0
"249",0.48,0
"250",0.49,0
"251",0.5,0
"252",0.51,0
"253",0.52,0
"254",0.53,0
"255",0.54,0
"256",0.55,0
"257",0.56,0
"258",0.57,0
"259",0.58,0
"260",0.59,0
"261",0.6,0
"262",0.61,0
"263",0.62,0
"264",0.63,0
"265",0.64,0
"266",0.65,0
"267",0.66,0
"268",0.67,0
"269",0.68,0
"270",0.69,0
"271",0.7,0
"272",0.71,0
"273",0.72,0
"274",0.73,0
"275",0.74,0
"276",0.75,0
"277",0.76,0
"278",0.77,0
"279",0.78,0
"280",0.79,0
"281",0.8,0
"282",0.81,0
"283",0.82,0
"284",0.83,0
"285",0.84,0
"286",0.85,0
"287",0.86,0
"288",0.87,0
"289",0.88,0
"290",0.89,0
"291",0.9,0
"292",0.91,0
"293",0.92,0
"294",0.93,0
"295",0.94,0
"296",0.95,0
"297",0.96,0
"298",0.97,0
"299",0.98,0
"300",0.99,0
"301",1,0
"302",1.01,0
"303",1.02,0
"304",1.03,0
"305",1.04,0
"306",1.05,0
"307",1.06,0
"308",1.07,0
"309",1.08,0
"310",1.09,0
"311",1.1,0
"312",1.11,0
"313",1.12,0
"314",1.13,0
"315",1.14,0
"316",1.15,0
"317",1.16,0
"318",1.17,0
"319",1.18,0
"320",1.19,0
"321",1.2,0
"322",1.21,0
"323",1.22,0
"324",1.23,0
"325",1.24,0
"326",1.25,0
"327",1.26,0
"328",1.27,0
"329",1.28,0
"330",1.29,0
"331",1.3,0
"332",1.31,0
"333",1.32,0
"334",1.33,0
"335",1.34,0
"336",1.35,0
"337",1.36,0
"338",1.37,0
"339",1.38,0
"340",1.39,0
"341",1.4,0
"342",1.41,0
"343",1.42,0
"344",1.43,0
"345",1.44,0
"346",1.45,0
"347",1.46,0
"348",1.47,0
"349",1.48,0
"350",1.49,0
"351",1.5,0
"352",1.51,0
"353",1.52,0
"354",1.53,0
"355",1.54,0
"356",1.55,0
"357",1.56,0
"358",1.57,0
"359",1.58,0
"360",1.59,0
"361",1.6,0
"362",1.61,0
"363",1.62,0
"364",1.63,0
"365",1.64,0
"366",1.65,0
"367",1.66,0
"368",1.67,0
"369",1.68,0
"370",1.69,0
"371",1.7,0
"372",1.71,0
"373",1.72,0
"374",1.73,0
"375",1.74,0
"376",1.75,0
"377",1.76,0
"378",1.77,0
"379",1.78,0
"380",1.79,0
"381",1.8,0
"382",1.81,0
"383",1.82,0
"384",1.83,0
"385",1.84,0
"386",1.85,0
"387",1.86,0
"388",1.87,0
"389",1.88,0
"390",1.89,0
"391",1.9,0
"392",1.91,0
"393",1.92,0
"394",1.93,0
"395",1.94,0
"396",1.95,0
"397",1.96,0
"398",1.97,0
"399",1.98,0
"400",1.99,0
"401",2,0
"402",2.01,0.0199999999999996
"403",2.02,0.0400000000000009
"404",2.03,0.0600000000000005
"405",2.04,0.0800000000000001
"406",2.05,0.0999999999999996
"407",2.06,0.120000000000001
"408",2.07,0.140000000000001
"409",2.08,0.16
"410",2.09,0.18
"411",2.1,0.199999999999999
"412",2.11,0.220000000000001
"413",2.12,0.24
"414",2.13,0.26
"415",2.14,0.279999999999999
"416",2.15,0.300000000000001
"417",2.16,0.32
"418",2.17,0.34
"419",2.18,0.359999999999999
"420",2.19,0.380000000000001
"421",2.2,0.4
"422",2.21,0.42
"423",2.22,0.44
"424",2.23,0.460000000000001
"425",2.24,0.48
"426",2.25,0.5
"427",2.26,0.52
"428",2.27,0.540000000000001
"429",2.28,0.56
"430",2.29,0.58
"431",2.3,0.6
"432",2.31,0.620000000000001
"433",2.32,0.640000000000001
"434",2.33,0.66
"435",2.34,0.68
"436",2.35,0.700000000000001
"437",2.36,0.720000000000001
"438",2.37,0.74
"439",2.38,0.76
"440",2.39,0.779999999999999
"441",2.4,0.800000000000001
"442",2.41,0.82
"443",2.42,0.84
"444",2.43,0.859999999999999
"445",2.44,0.880000000000001
"446",2.45,0.9
"447",2.46,0.92
"448",2.47,0.94
"449",2.48,0.960000000000001
"450",2.49,0.98
"451",2.5,1
"452",2.51,1.02
"453",2.52,1.04
"454",2.53,1.06
"455",2.54,1.08
"456",2.55,1.1
"457",2.56,1.12
"458",2.57,1.14
"459",2.58,1.16
"460",2.59,1.18
"461",2.6,1.2
"462",2.61,1.22
"463",2.62,1.24
"464",2.63,1.26
"465",2.64,1.28
"466",2.65,1.3
"467",2.66,1.32
"468",2.67,1.34
"469",2.68,1.36
"470",2.69,1.38
"471",2.7,1.4
"472",2.71,1.42
"473",2.72,1.44
"474",2.73,1.46
"475",2.74,1.48
"476",2.75,1.5
"477",2.76,1.52
"478",2.77,1.54
"479",2.78,1.56
"480",2.79,1.58
"481",2.8,1.6
"482",2.81,1.62
"483",2.82,1.64
"484",2.83,1.66
"485",2.84,1.68
"486",2.85,1.7
"487",2.86,1.72
"488",2.87,1.74
"489",2.88,1.76
"490",2.89,1.78
"491",2.9,1.8
"492",2.91,1.82
"493",2.92,1.84
"494",2.93,1.86
"495",2.94,1.88
"496",2.95,1.9
"497",2.96,1.92
"498",2.97,1.94
"499",2.98,1.96
"500",2.99,1.98
"501",3,2
"502",3.01,2.02
"503",3.02,2.04
"504",3.03,2.06
"505",3.04,2.08
"506",3.05,2.1
"507",3.06,2.12
"508",3.07,2.14
"509",3.08,2.16
"510",3.09,2.18
"511",3.1,2.2
"512",3.11,2.22
"513",3.12,2.24
"514",3.13,2.26
"515",3.14,2.28
"516",3.15,2.3
"517",3.16,2.32
"518",3.17,2.34
"519",3.18,2.36
"520",3.19,2.38
"521",3.2,2.4
"522",3.21,2.42
"523",3.22,2.44
"524",3.23,2.46
"525",3.24,2.48
"526",3.25,2.5
"527",3.26,2.52
"528",3.27,2.54
"529",3.28,2.56
"530",3.29,2.58
"531",3.3,2.6
"532",3.31,2.62
"533",3.32,2.64
"534",3.33,2.66
"535",3.34,2.68
"536",3.35,2.7
"537",3.36,2.72
"538",3.37,2.74
"539",3.38,2.76
"540",3.39,2.78
"541",3.4,2.8
"542",3.41,2.82
"543",3.42,2.84
"544",3.43,2.86
"545",3.44,2.88
"546",3.45,2.9
"547",3.46,2.92
"548",3.47,2.94
"549",3.48,2.96
"550",3.49,2.98
"551",3.5,3
"552",3.51,3.02
"553",3.52,3.04
"554",3.53,3.06
"555",3.54,3.08
"556",3.55,3.1
"557",3.56,3.12
"558",3.57,3.14
"559",3.58,3.16
"560",3.59,3.18
"561",3.6,3.2
"562",3.61,3.22
"563",3.62,3.24
"564",3.63,3.26
"565",3.64,3.28
"566",3.65,3.3
"567",3.66,3.32
"568",3.67,3.34
"569",3.68,3.36
"570",3.69,3.38
"571",3.7,3.4
"572",3.71,3.42
"573",3.72,3.44
"574",3.73,3.46
"575",3.74,3.48
"576",3.75,3.5
"577",3.76,3.52
"578",3.77,3.54
"579",3.78,3.56
"580",3.79,3.58
"581",3.8,3.6
"582",3.81,3.62
"583",3.82,3.64
"584",3.83,3.66
"585",3.84,3.68
"586",3.85,3.7
"587",3.86,3.72
"588",3.87,3.74
"589",3.88,3.76
"590",3.89,3.78
"591",3.9,3.8
"592",3.91,3.82
"593",3.92,3.84
"594",3.93,3.86
"595",3.94,3.88
"596",3.95,3.9
"597",3.96,3.92
"598",3.97,3.94
"599",3.98,3.96
"600",3.99,3.98
"601",4,4
"602",4.01,4.02
"603",4.02,4.04
"604",4.03,4.06
"605",4.04,4.08
"606",4.05,4.1
"607",4.06,4.12
"608",4.07,4.14
"609",4.08,4.16
"610",4.09,4.18
"611",4.1,4.2
"612",4.11,4.22
"613",4.12,4.24
"614",4.13,4.26
"615",4.14,4.28
"616",4.15,4.3
"617",4.16,4.32
"618",4.17,4.34
"619",4.18,4.36
"620",4.19,4.38
"621",4.2,4.4
"622",4.21,4.42
"623",4.22,4.44
"624",4.23,4.46
"625",4.24,4.48
"626",4.25,4.5
"627",4.26,4.52
"628",4.27,4.54
"629",4.28,4.56
"630",4.29,4.58
"631",4.3,4.6
"632",4.31,4.62
"633",4.32,4.64
"634",4.33,4.66
"635",4.34,4.68
"636",4.35,4.7
"637",4.36,4.72
"638",4.37,4.74
"639",4.38,4.76
"640",4.39,4.78
"641",4.4,4.8
"642",4.41,4.82
"643",4.42,4.84
"644",4.43,4.86
"645",4.44,4.88
"646",4.45,4.9
"647",4.46,4.92
"648",4.47,4.94
"649",4.48,4.96
"650",4.49,4.98
"651",4.5,5
"652",4.51,5.02
"653",4.52,5.04
"654",4.53,5.06
"655",4.54,5.08
"656",4.55,5.1
"657",4.56,5.12
"658",4.57,5.14
"659",4.58,5.16
"660",4.59,5.18
"661",4.6,5.2
"662",4.61,5.22
"663",4.62,5.24
"664",4.63,5.26
"665",4.64,5.28
"666",4.65,5.3
"667",4.66,5.32
"668",4.67,5.34
"669",4.68,5.36
"670",4.69,5.38
"671",4.7,5.4
"672",4.71,5.42
"673",4.72,5.44
"674",4.73,5.46
"675",4.74,5.48
"676",4.75,5.5
"677",4.76,5.52
"678",4.77,5.54
"679",4.78,5.56
"680",4.79,5.58
"681",4.8,5.6
"682",4.81,5.62
"683",4.82,5.64
"684",4.83,5.66
"685",4.84,5.68
"686",4.85,5.7
"687",4.86,5.72
"688",4.87,5.74
"689",4.88,5.76
"690",4.89,5.78
"691",4.9,5.8
"692",4.91,5.82
"693",4.92,5.84
"694",4.93,5.86
"695",4.94,5.88
"696",4.95,5.9
"697",4.96,5.92
"698",4.97,5.94
"699",4.98,5.96
"700",4.99,5.98
"701",5,6
"702",5.01,6
"703",5.02,6
"704",5.03,6
"705",5.04,6
"706",5.05,6
"707",5.06,6
"708",5.07,6
"709",5.08,6
"710",5.09,6
"711",5.1,6
"712",5.11,6
"713",5.12,6
"714",5.13,6
"715",5.14,6
"716",5.15,6
"717",5.16,6
"718",5.17,6
"719",5.18,6
"720",5.19,6
"721",5.2,6
"722",5.21,6
"723",5.22,6
"724",5.23,6
"725",5.24,6
"726",5.25,6
"727",5.26,6
"728",5.27,6
"729",5.28,6
"730",5.29,6
"731",5.3,6
"732",5.31,6
"733",5.32,6
"734",5.33,6
"735",5.34,6
"736",5.35,6
"737",5.36,6
"738",5.37,6
"739",5.38,6
"740",5.39,6
"741",5.4,6
"742",5.41,6
"743",5.42,6
"744",5.43,6
"745",5.44,6
"746",5.45,6
"747",5.46,6
"748",5.47,6
"749",5.48,6
"750",5.49,6
"751",5.5,6
"752",5.51,6
"753",5.52,6
"754",5.53,6
"755",5.54,6
"756",5.55,6
"757",5.56,6
"758",5.57,6
"759",5.58,6
"760",5.59,6
"761",5.6,6
"762",5.61,6
"763",5.62,6
"764",5.63,6
"765",5.64,6
"766",5.65,6
"767",5.66,6
"768",5.67,6
"769",5.68,6
"770",5.69,6
"771",5.7,6
"772",5.71,6
"773",5.72,6
"774",5.73,6
"775",5.74,6
"776",5.75,6
"777",5.76,6
"778",5.77,6
"779",5.78,6
"780",5.79,6
"781",5.8,6
"782",5.81,6
"783",5.82,6
"784",5.83,6
"785",5.84,6
"786",5.85,6
"787",5.86,6
"788",5.87,6
"789",5.88,6
"790",5.89,6
"791",5.9,6
"792",5.91,6
"793",5.92,6
"794",5.93,6
"795",5.94,6
"796",5.95,6
"797",5.96,6
"798",5.97,6
"799",5.98,6
"800",5.99,6
"801",6,6
"802",6.01,6
"803",6.02,6
"804",6.03,6
"805",6.04,6
"806",6.05,6
"807",6.06,6
"808",6.07,6
"809",6.08,6
"810",6.09,6
"811",6.1,6
"812",6.11,6
"813",6.12,6
"814",6.13,6
"815",6.14,6
"816",6.15,6
"817",6.16,6
"818",6.17,6
"819",6.18,6
"820",6.19,6
"821",6.2,6
"822",6.21,6
"823",6.22,6
"824",6.23,6
"825",6.24,6
"826",6.25,6
"827",6.26,6
"828",6.27,6
"829",6.28,6
"830",6.29,6
"831",6.3,6
"832",6.31,6
"833",6.32,6
"834",6.33,6
"835",6.34,6
"836",6.35,6
"837",6.36,6
"838",6.37,6
"839",6.38,6
"840",6.39,6
"841",6.4,6
"842",6.41,6
"843",6.42,6
"844",6.43,6
"845",6.44,6
"846",6.45,6
"847",6.46,6
"848",6.47,6
"849",6.48,6
"850",6.49,6
"851",6.5,6
"852",6.51,6
"853",6.52,6
"854",6.53,6
"855",6.54,6
"856",6.55,6
"857",6.56,6
"858",6.57,6
"859",6.58,6
"860",6.59,6
"861",6.6,6
"862",6.61,6
"863",6.62,6
"864",6.63,6
"865",6.64,6
"866",6.65,6
"867",6.66,6
"868",6.67,6
"869",6.68,6
"870",6.69,6
"871",6.7,6
"872",6.71,6
"873",6.72,6
"874",6.73,6
"875",6.74,6
"876",6.75,6
"877",6.76,6
"878",6.77,6
"879",6.78,6
"880",6.79,6
"881",6.8,6
"882",6.81,6
"883",6.82,6
"884",6.83,6
"885",6.84,6
"886",6.85,6
"887",6.86,6
"888",6.87,6
"889",6.88,6
"890",6.89,6
"891",6.9,6
"892",6.91,6
"893",6.92,6
"894",6.93,6
"895",6.94,6
"896",6.95,6
"897",6.96,6
"898",6.97,6
"899",6.98,6
"900",6.99,6
"901",7,6
"902",7.01,6
"903",7.02,6
"904",7.03,6
"905",7.04,6
"906",7.05,6
"907",7.06,6
"908",7.07,6
"909",7.08,6
"910",7.09,6
"911",7.1,6
"912",7.11,6
"913",7.12,6
"914",7.13,6
"915",7.14,6
"916",7.15,6
"917",7.16,6
"918",7.17,6
"919",7.18,6
"920",7.19,6
"921",7.2,6
"922",7.21,6
"923",7.22,6
"924",7.23,6
"925",7.24,6
"926",7.25,6
"927",7.26,6
"928",7.27,6
"929",7.28,6
"930",7.29,6
"931",7.3,6
"932",7.31,6
"933",7.32,6
"934",7.33,6
"935",7.34,6
"936",7.35,6
"937",7.36,6
"938",7.37,6
"939",7.38,6
"940",7.39,6
"941",7.4,6
"942",7.41,6
"943",7.42,6
"944",7.43,6
"945",7.44,6
"946",7.45,6
"947",7.46,6
"948",7.47,6
"949",7.48,6
"950",7.49,6
"951",7.5,6
"952",7.51,6
"953",7.52,6
"954",7.53,6
"955",7.54,6
"956",7.55,6
"957",7.56,6
"958",7.57,6
"959",7.58,6
"960",7.59,6
"961",7.6,6
"962",7.61,6
"963",7.62,6
"964",7.63,6
"965",7.64,6
"966",7.65,6
"967",7.66,6
"968",7.67,6
"969",7.68,6
"970",7.69,6
"971",7.7,6
"972",7.71,6
"973",7.72,6
"974",7.73,6
"975",7.74,6
"976",7.75,6
"977",7.76,6
"978",7.77,6
"979",7.78,6
"980",7.79,6
"981",7.8,6
"982",7.81,6
"983",7.82,6
"984",7.83,6
"985",7.84,6
"986",7.85,6
"987",7.86,6
"988",7.87,6
"989",7.88,6
"990",7.89,6
"991",7.9,6
"992",7.91,6
"993",7.92,6
"994",7.93,6
"995",7.94,6
"996",7.95,6
"997",7.96,6
"998",7.97,6
"999",7.98,6
"1000",7.99,6
"1001",8,6
"1002",8.01,6
"1003",8.02,6
"1004",8.03,6
"1005",8.04,6
"1006",8.05,6
"1007",8.06,6
"1008",8.07,6
"1009",8.08,6
"1010",8.09,6
"1011",8.1,6
"1012",8.11,6
"1013",8.12,6
"1014",8.13,6
"1015",8.14,6
"1016",8.15,6
"1017",8.16,6
"1018",8.17,6
"1019",8.18,6
"1020",8.19,6
"1021",8.2,6
"1022",8.21,6
"1023",8.22,6
"1024",8.23,6
"1025",8.24,6
"1026",8.25,6
"1027",8.26,6
"1028",8.27,6
"1029",8.28,6
"1030",8.29,6
"1031",8.3,6
"1032",8.31,6
"1033",8.32,6
"1034",8.33,6
"1035",8.34,6
"1036",8.35,6
"1037",8.36,6
"1038",8.37,6
"1039",8.38,6
"1040",8.39,6
"1041",8.4,6
"1042",8.41,6
"1043",8.42,6
"1044",8.43,6
"1045",8.44,6
"1046",8.45,6
"1047",8.46,6
"1048",8.47,6
"1049",8.48,6
"1050",8.49,6
"1051",8.5,6
"1052",8.51,6
"1053",8.52,6
"1054",8.53,6
"1055",8.54,6
"1056",8.55,6
"1057",8.56,6
"1058",8.57,6
"1059",8.58,6
"1060",8.59,6
"1061",8.6,6
"1062",8.61,6
"1063",8.62,6
"1064",8.63,6
"1065",8.64,6
"1066",8.65,6
"1067",8.66,6
"1068",8.67,6
"1069",8.68,6
"1070",8.69,6
"1071",8.7,6
"1072",8.71,6
"1073",8.72,6
"1074",8.73,6
"1075",8.74,6
"1076",8.75,6
"1077",8.76,6
"1078",8.77,6
"1079",8.78,6
"1080",8.79,6
"1081",8.8,6
"1082",8.81,6
"1083",8.82,6
"1084",8.83,6
"1085",8.84,6
"1086",8.85,6
"1087",8.86,6
"1088",8.87,6
"1089",8.88,6
"1090",8.89,6
"1091",8.9,6
"1092",8.91,6
"1093",8.92,6
"1094",8.93,6
"1095",8.94,6
"1096",8.95,6
"1097",8.96,6
"1098",8.97,6
"1099",8.98,6
"1100",8.99,6
"1101",9,6
"1102",9.01,6
"1103",9.02,6
"1104",9.03,6
"1105",9.04,6
"1106",9.05,6
"1107",9.06,6
"1108",9.07,6
"1109",9.08,6
"1110",9.09,6
"1111",9.1,6
"1112",9.11,6
"1113",9.12,6
"1114",9.13,6
"1115",9.14,6
"1116",9.15,6
"1117",9.16,6
"1118",9.17,6
"1119",9.18,6
"1120",9.19,6
"1121",9.2,6
"1122",9.21,6
"1123",9.22,6
"1124",9.23,6
"1125",9.24,6
"1126",9.25,6
"1127",9.26,6
"1128",9.27,6
"1129",9.28,6
"1130",9.29,6
"1131",9.3,6
"1132",9.31,6
"1133",9.32,6
"1134",9.33,6
"1135",9.34,6
"1136",9.35,6
"1137",9.36,6
"1138",9.37,6
"1139",9.38,6
"1140",9.39,6
"1141",9.4,6
"1142",9.41,6
"1143",9.42,6
"1144",9.43,6
"1145",9.44,6
"1146",9.45,6
"1147",9.46,6
"1148",9.47,6
"1149",9.48,6
"1150",9.49,6
"1151",9.5,6
"1152",9.51,6
"1153",9.52,6
"1154",9.53,6
"1155",9.54,6
"1156",9.55,6
"1157",9.56,6
"1158",9.57,6
"1159",9.58,6
"1160",9.59,6
"1161",9.6,6
"1162",9.61,6
"1163",9.62,6
"1164",9.63,6
"1165",9.64,6
"1166",9.65,6
"1167",9.66,6
"1168",9.67,6
"1169",9.68,6
"1170",9.69,6
"1171",9.7,6
"1172",9.71,6
"1173",9.72,6
"1174",9.73,6
"1175",9.74,6
"1176",9.75,6
"1177",9.76,6
"1178",9.77,6
"1179",9.78,6
"1180",9.79,6
"1181",9.8,6
"1182",9.81,6
"1183",9.82,6
"1184",9.83,6
"1185",9.84,6
"1186",9.85,6
"1187",9.86,6
"1188",9.87,6
"1189",9.88,6
"1190",9.89,6
"1191",9.9,6
"1192",9.91,6
"1193",9.92,6
"1194",9.93,6
"1195",9.94,6
"1196",9.95,6
"1197",9.96,6
"1198",9.97,6
"1199",9.98,6
"1200",9.99,6
"1201",10,6
