"","","","y"
"1",7.82497152662836,5.23288875677776,2.68982539009842
"2",3.42209407826886,-0.967234421765685,3.22798883576873
"3",2.49913701904006,-0.657847589400929,3.57264969008736
"4",0.657981170807034,1.65673756376889,4.0894556453777
"5",0.86039132066071,1.36618108587616,4.00490495900888
"6",1.4088737484999,0.540022029476188,3.85513429173465
"7",0.631815521977842,1.7883276040853,4.06178760051939
"8",6.83238382264972,2.63191194121414,2.76809863957867
"9",5.81059575569816,0.852135255142723,2.93134020721581
"10",7.30983094754629,3.7783913669919,2.73885764759584
"11",4.55191138223745,-0.610238337472092,3.13692287628926
"12",5.45235880487598,0.232410647898429,2.95027589143999
"13",2.71421611797996,-0.749182815616319,3.55949895589252
"14",5.92102006077766,0.873382070065033,2.80994642998142
"15",2.88267442397773,-0.804079871098985,3.35329402692734
"16",-0.0818873685784638,3.28486500176936,4.35653096482804
"17",6.65666904533282,2.36211935126804,2.82908506951143
"18",3.50058083236217,-1.02709187816869,3.24456800132652
"19",1.33998453966342,0.543956554056864,3.85484075370841
"20",-0.326864066533744,3.9482121717461,4.4717406018616
"21",7.69722018903121,4.75624780668767,2.6311749831601
"22",5.31007499271072,0.00758956441500935,2.94199155880946
"23",3.03725560917519,-0.905892648521698,3.3220472750285
"24",6.64139350666665,2.26223821513214,2.80926101181025
"25",1.28075529611669,0.595311431180206,3.71279584895992
"26",7.42802497721277,4.07651866560352,2.66394544924663
"27",2.28783014952205,-0.489259798378485,3.4530795626197
"28",2.55242122174241,-0.731162271097448,3.6431554171613
"29",3.3265568902716,-0.906738561343262,3.39619609220184
"30",2.60714097623713,-0.704351167611528,3.49672768910552
"31",-0.657690762775019,4.73526084782586,4.71109141379238
"32",0.749633528990671,1.46983383420313,4.08269208164645
"33",5.63003195729107,0.525998459297643,2.91534433939526
"34",6.0392604675144,1.17911483543672,2.83616708769623
"35",1.87246890040115,-0.101703202442299,3.57071945319476
"36",7.58923409157433,4.610440438166,2.64640475332977
"37",5.94433289323933,0.946124198063732,2.95186640511009
"38",5.70870241965167,0.660330191258141,2.93363829899108
"39",6.19621763308533,1.43988277955377,2.91673659023352
"40",3.87127007893287,-0.867043132821684,3.19171715093629
"41",2.22477601305582,-0.445043278514145,3.55149954871464
"42",5.47087234607898,0.3186464800501,3.02995888508906
"43",5.06360399210826,-0.211763577517421,3.14173138807873
"44",4.37934638373554,-0.7244941574232,3.13712648055247
"45",2.43067357107066,-0.594619809188987,3.60431797564948
"46",7.92702051671222,5.50035766991698,2.66504225936764
"47",4.0593099608086,-0.872657728472062,3.15441402969705
"48",5.68748772423714,0.661115725280012,3.02932691654736
"49",-0.65095994155854,4.70483460176142,4.54959660679509
"50",0.519793892279267,1.99039499608964,4.17895609994521
"51",4.01299530011602,-0.862021847693611,3.31788931492627
"52",3.76606424408965,-0.98119189875128,3.2318986594224
"53",3.44995031296276,-1.06781818387255,3.29838322336919
"54",-0.534233599901199,4.46238321191502,4.62256333661307
"55",-0.733422691235319,4.92110428566363,4.79337484220867
"56",2.27367215533741,-0.466347370320978,3.49539131724377
"57",6.38073114980944,1.69704033687806,2.91744911440339
"58",0.845948609989136,1.36675092878353,3.93375107664596
"59",3.59864950599149,-1.02699135408765,3.32583764211973
"60",0.697587643517181,1.73357017094813,4.15624166415924
"61",3.47797757410444,-1.03100747871356,3.27719689411774
"62",2.02772847074084,-0.171214282482796,3.70247129499599
"63",6.70029112440534,2.36483105475281,2.8946441079942
"64",4.91362476511858,-0.321660717001625,3.03620518292324
"65",2.33720260183327,-0.525648178471732,3.63656593889014
"66",-0.197179851587862,3.50602894449561,4.3223120420403
"67",1.7160298936069,0.0258332772849215,3.70951491721194
