"","y","","","m_true"
"1",0.947743524064262,1.92220956739038,1.72236991114914,1
"2",-1.0612460155449,-0.0346248541027308,-0.924564423970878,-1
"3",0.952510827996597,-0.44482799153775,0.640527027659118,1
"4",1.07379305755485,-1.26311947964132,0.296664510853589,1
"5",-0.968225208059843,-1.17315941303968,-1.0211420878768,-1
"6",0.914371620877382,-0.929389445111156,0.134195078164339,1
"7",1.20417064811261,-1.27474865689874,0.556444130837917,1
"8",1.09484677140208,1.48105947673321,-0.25199210178107,1
"9",-0.924991720719021,1.02693144697696,1.07114955876023,-1
"10",-0.796335607735733,1.69325819890946,0.847295053303242,-1
"11",-0.882137123662699,0.467516169883311,0.0174774052575231,-1
"12",-0.989031305447525,0.867715024389327,0.902696145698428,-1
"13",1.00471414576628,-0.349237280897796,1.11632670275867,1
"14",1.02912257784795,1.07600891590118,-0.537645908072591,1
"15",-0.975221814599856,-0.274366922676563,-0.0592717211693525,-1
"16",0.974464576894443,-1.59194994159043,-1.39494655746967,1
"17",-0.933079889823996,1.40296402014792,0.463279202580452,-1
"18",1.0406965725955,0.000258147716522217,-1.56968389917165,1
"19",0.901197793615974,-0.960006871260703,1.07225987687707,1
"20",-1.06062810644096,-1.700828474015,1.34947191830724,-1
"21",0.832767394882816,1.86543119512498,-1.00854376144707,1
"22",0.868410428236299,0.8044777745381,-1.81640576757491,1
"23",0.87199994075663,-0.205664173699915,0.62113696616143,1
"24",-1.04661801039601,1.39617489185184,1.33526173885912,-1
"25",1.02741862281978,-0.986330979503691,1.22819169890136,1
"26",0.887540162827656,1.74578887876123,-0.447144810110331,1
"27",-0.880893369616985,-0.538742155767977,-1.85557271633297,-1
"28",-0.851912972304349,-0.421146123670042,-0.411833374761045,-1
"29",1.1609347085616,-0.0770858265459538,1.50844890717417,1
"30",1.09368632279107,-0.396826232783496,1.04851460177451,1
"31",1.02486050687201,-1.84786256123334,-1.13322982005775,1
"32",1.00683426640484,-1.22238509822637,1.06213752645999,1
"33",-0.830773061780867,0.946680869907141,1.93408979661763,-1
"34",-1.10112189642719,1.12856020778418,1.73365998826921,-1
"35",-0.964302777059444,-0.723347155377269,-0.432046292349696,-1
"36",0.906961313859775,1.81743737403303,1.62194780353457,1
"37",-0.91469447270663,1.08637017477304,1.28406194318086,-1
"38",0.989234355124284,0.981645519845188,-0.555273251608014,1
"39",1.02091727603033,1.19831894803792,-1.16106062568724,1
"40",-0.980850680760792,0.165008923970163,0.405992626212537,-1
"41",0.974250964859015,-0.566766216419637,1.61599193047732,1
"42",-0.977385547413644,0.87594326492399,1.98881358094513,-1
"43",0.959970458445634,0.694935107603669,-0.320997542701662,1
"44",1.19019493835495,0.390820614993572,-0.335510455071926,1
"45",-1.10664111298972,-0.475256190635264,-0.21222354285419,-1
"46",-0.978132142534954,1.96756467409432,-1.05633366201073,-1
"47",1.08263054547761,0.248582204803824,-1.70658258907497,1
"48",-1.05415755078457,0.97221676632762,1.83023301139474,-1
"49",1.12373708215054,-1.84487108513713,-1.23507545981556,1
"50",-1.25504018251584,-1.32453604787588,-0.443678299896419,-1
"51",0.887708135325954,0.227997911162674,-1.58364956732839,1
"52",0.817980877811848,0.118250775150955,-1.12057190015912,1
"53",1.18682443423037,-0.0222443053498864,0.0597220398485661,1
"54",-1.06612751534213,-1.7929927110672,-0.346432738937438,-1
"55",1.02694423380585,-1.88152119610459,-1.33976990822703,1
"56",-1.02945014641348,-0.545034597627819,-0.270188468508422,-1
"57",-0.950579843007749,1.28032495547086,-1.99380685482174,-1
"58",1.07778648580254,-1.17957839556038,1.62637231778353,1
"59",-1.19720873262467,0.0438442248851061,0.367400169372559,-1
"60",-0.941441903491245,-1.24551660288125,-0.267580974847078,-1
"61",-1.02604471400794,-0.00978774484246969,-1.28379522636533,-1
"62",0.953713409025966,-0.65434290189296,1.22677100915462,1
"63",0.849524352530459,1.42235161084682,1.45190347544849,1
"64",0.859091849741787,0.628277673386037,-0.502772683277726,1
"65",1.19291982999047,-0.516798843629658,1.85399469546974,1
"66",1.09975876691293,-1.64319104515016,-1.45678093004972,1
"67",-1.07670096515385,-0.792875602841377,-1.1724998774007,-1
"68",-1.02518507573905,-1.31926091760397,-0.66686338186264,-1
"69",0.987317985273296,0.670175543054938,-0.736133087426424,1
"70",-1.07702040213176,-0.873458129353821,-0.36062647588551,-1
"71",-1.02015705676503,0.117711443454027,1.33203499019146,-1
"72",0.918694419751424,1.38843493070453,-0.519691444002092,1
"73",-0.791752296074492,-0.733833339996636,-0.796231930144131,-1
"74",-0.944878127724359,-0.576553592458367,-1.08030143100768,-1
"75",0.899350301059647,-0.540675724856555,0.496883350424469,1
"76",1.02020985741518,1.94392938259989,-0.204039485193789,1
"77",-0.955721695098183,-1.22579945344478,-0.864828560501337,-1
"78",0.845944427807094,-0.528423713520169,0.426449713297188,1
"79",1.09210732467816,-0.080922675319016,0.871747611090541,1
"80",-1.01292361673937,0.281334320083261,1.37335485778749,-1
"81",0.8294593996257,0.529894420877099,-1.8470256133005,1
"82",-1.20576170763097,0.766944822855294,0.0778955202549696,-1
"83",1.05513467416223,-0.0734914401546121,1.4873397834599,1
"84",-1.03198050191139,1.77683569956571,-1.5963221443817,-1
"85",1.06152681149904,1.22489076387137,-0.982150140218437,1
"86",-0.959446007803643,-0.184401585720479,-0.0116950217634439,-1
"87",-1.2421254346818,-1.90386405214667,1.46816627122462,-1
"88",1.05058563549317,1.23166315350682,-1.35804475750774,1
"89",1.05416685890474,0.906555194407701,-1.82192221749574,1
"90",-0.876567027829771,0.78597123734653,0.748972268775105,-1
"91",0.99144695824413,1.98292340710759,1.61319993808866,1
"92",-1.00442150383946,0.976624201051891,1.84359706193209,-1
"93",-1.06196080144406,-1.22519290447235,-1.19779078569263,-1
"94",1.05089875348184,-1.63623115327209,0.19585641194135,1
"95",-1.00814199161961,-0.394323485903442,-0.204203211702406,-1
"96",1.07683017084608,1.83344034384936,-0.801006023772061,1
"97",1.06506219720339,-1.80876469239593,-1.45903888903558,1
"98",0.913290456555084,-1.58941729180515,-1.36425109487027,1
"99",0.874177385104026,1.16650095302612,-1.37574109248817,1
"100",0.99260873743126,-1.63577150646597,-1.82948153745383,1
"101",1.18508468697222,0.894126708619297,-0.138590132817626,1
"102",1.03984628323869,-0.180845840834081,0.934125731699169,1
"103",0.872263233112103,-0.0237367739900947,0.398636594414711,1
"104",1.12937083844394,0.183586375787854,-0.470564666204154,1
"105",1.15981135673262,-0.374233252368867,0.345572354272008,1
"106",0.974653663622479,-0.818495575338602,0.40335554163903,1
"107",-1.05568789002285,0.373664541170001,0.743073785677552,-1
"108",-1.15285836831799,1.53228962607682,1.1857461091131,-1
"109",1.06240476289065,-1.57816012762487,0.189052188768983,1
"110",-1.00948625355477,-0.783508196473122,-0.3598318612203,-1
"111",1.02186720156979,1.69888207223266,-0.53754875715822,1
"112",0.846725787244474,-0.233555543236434,0.712137749418616,1
"113",-0.956463564080432,0.0922064865007997,0.868208341300488,-1
"114",1.02567607823146,-0.108757858164608,0.471063238568604,1
"115",0.961280585575919,-0.100366379134357,1.09055751468986,1
"116",-0.895005639259946,-0.716204687952995,-1.20611161086708,-1
"117",0.890275732218943,-1.08998367935419,1.05152832251042,1
"118",1.10994145344526,0.741756823845208,-0.932986553758383,1
"119",0.989233483959607,0.069326470606029,-0.716787680983543,1
"120",0.985322506978474,0.319328100420535,-0.805717138573527,1
"121",-1.03667865147726,0.231769876554608,0.751345506869256,-1
"122",0.911111037461198,-1.00217352434993,1.60707809310406,1
"123",-1.03740236131438,1.05542582273483,0.580515778623521,-1
"124",0.981743706407163,0.747863851487637,-0.257396727800369,1
"125",-0.947743845787018,-1.01448038965464,-1.54406312573701,-1
"126",1.12797463889741,-0.217031463049352,1.25365961622447,1
"127",0.995443968243373,-1.18114173412323,1.51876808144152,1
"128",1.05325688102942,-1.97324916161597,0.65220139361918,1
"129",-1.06864147465427,-1.43261246941984,-1.36440871283412,-1
"130",-0.826415917787141,0.884661893360317,0.556117578409612,-1
"131",0.888056641077466,1.74791382532567,1.15364295430481,1
"132",-1.15909636104548,-0.352941027842462,-0.239419685676694,-1
"133",0.926876769034243,-0.314805929549038,0.732986652292311,1
"134",1.09850595743786,0.0673906421288848,-1.94596856925637,1
"135",-1.05809019965911,-1.85124168358743,1.24412370938808,-1
"136",-1.05983541672853,-1.21769448462874,-0.39104375615716,-1
"137",-1.1062777397523,0.11326324660331,0.227509490214288,-1
"138",0.891468768665942,0.195979350246489,-1.13179576583207,1
"139",1.09476814620344,0.581668552942574,-1.52043500542641,1
"140",0.9281512833075,-0.270670589990914,1.39194635301828,1
"141",-0.977475411316074,0.096427540294826,1.74234855920076,-1
"142",-0.946029770071631,-0.968458527699113,-0.85381331667304,-1
"143",-0.922511765362123,0.672959550283849,1.93165343347937,-1
"144",-0.912774936440938,-1.98203190602362,1.84066196344793,-1
"145",-0.905022817987389,-0.119537250138819,-0.416457054205239,-1
"146",0.970572652619295,-1.5833650296554,0.149129893630743,1
"147",-1.14240411627067,-0.216296958737075,-0.515584260225296,-1
"148",-1.09735125331763,1.84194894507527,-1.82899342849851,-1
"149",0.898176979134492,0.960006182081997,-0.346922217868268,1
"150",-0.973805619890563,0.102810899727046,0.809727603569627,-1
"151",0.905044750306905,0.552325452677906,-0.954036692157388,1
"152",-1.12079170617234,-1.04891587886959,-0.422604966908693,-1
"153",0.893867501631557,-1.62968637701124,0.476131774485111,1
"154",0.721010516270149,0.807485052384436,-1.6014899732545,1
"155",1.09284644167368,1.87804360780865,1.92183857876807,1
"156",0.958072613946563,0.569420339539647,-0.584157497622073,1
"157",1.02866725552691,-1.03743998520076,0.458729666657746,1
"158",-0.949813712060859,-1.92369556613266,-0.737613817676902,-1
"159",1.12341621403873,0.668136647902429,-1.23380995728076,1
"160",-0.905742254122246,-0.983038610778749,-0.793401271104813,-1
"161",-0.860645615765507,1.86172287072986,0.452572331763804,-1
"162",0.976302241982337,-0.348605633713305,0.836545042693615,1
"163",-0.985591413878883,-1.24122043978423,-0.506822353228927,-1
"164",0.975038102264762,1.21680042427033,1.78971348330379,1
"165",-1.04935414070592,-1.47960388474166,-1.25512865092605,-1
"166",0.946196557537252,-0.0416031498461962,1.028389996849,1
"167",-0.935079110864299,-1.69803547672927,-1.12323038373142,-1
"168",0.910571498761469,-0.627965627238154,1.63754053600132,1
"169",1.16814543216787,-0.609139776788652,0.712902426719666,1
"170",-1.10504162939654,1.62390327081084,-1.24443792272359,-1
"171",-1.09148779480537,-0.0189345367252827,-1.25805373303592,-1
"172",-1.08268080546821,0.448476176708937,0.476759819313884,-1
"173",-0.972657040197129,-0.561791876330972,-0.826956565491855,-1
"174",-1.00954270864886,0.762021766044199,1.27484399266541,-1
"175",1.15406285152519,-1.45099657867104,0.754384402185678,1
"176",-0.944235328640009,-0.882867584936321,-0.368701046332717,-1
"177",0.806919683156031,1.95828943978995,-0.0920013347640634,1
"178",1.16132335324095,1.62786561902612,1.23945194855332,1
"179",1.08048762139418,-1.45126077160239,0.427172678522766,1
"180",-1.12122827313624,-1.69992694165558,1.34793511498719,-1
"181",-1.01135757363404,0.0480341166257858,1.66895431745797,-1
"182",-1.06051282901148,-0.978132139891386,-1.03584085963666,-1
"183",-1.04969129792223,-0.619375168345869,-1.58709896728396,-1
"184",0.782828518964394,-1.70049185771495,-1.73759769741446,1
"185",-1.09052037188406,-1.81865500006825,-0.949965815991163,-1
"186",-1.0531833988129,1.78160529956222,0.773748306557536,-1
"187",0.922538769387787,0.0204887632280588,-0.0777100501582026,1
"188",-1.1343151141119,-0.162408269941807,-1.13812623731792,-1
"189",1.01430679801035,1.28672927618027,-1.43064094148576,1
"190",1.04913036864868,-1.36842781398445,-1.66897409688681,1
"191",-0.917089618231258,1.66447930317372,0.699352191761136,-1
"192",0.964660514385832,-0.0883562359958887,0.014350819401443,1
"193",0.966202020738072,-1.22027512267232,0.68620315566659,1
"194",-0.932151255102983,-1.56702732760459,1.75434004236013,-1
"195",-1.10357228521269,1.67763028945774,-1.66546626389027,-1
"196",-0.926661240389951,-1.36524357181042,-0.573399804532528,-1
"197",0.887534691665081,-1.32287138421088,0.387361490167677,1
"198",1.11710061173015,-1.16665799915791,-1.95317920390517,1
"199",-1.07652734194281,1.86308001354337,0.0885782539844513,-1
"200",1.01398388119335,1.33359733875841,-0.72601502854377,1
"201",-0.986582823234067,-1.87151931133121,-0.07138616964221,-1
"202",-0.939936006867105,0.384481944143772,1.91158173698932,-1
"203",-0.925769007512781,1.76274667866528,0.922691562213004,-1
"204",1.00557862046739,0.613101842813194,-0.310524682514369,1
"205",0.969846158604134,-1.18948897253722,0.261907638050616,1
"206",-1.14005498806527,0.413629604503512,0.0429449817165732,-1
"207",0.866284990805601,-1.91979820188135,-1.04755201935768,1
"208",1.0190966279218,0.172303340397775,-1.93850606773049,1
"209",-0.890805007926539,0.130570527166128,1.23510457295924,-1
"210",-0.808448438375038,-1.02181565389037,-0.819597170688212,-1
"211",-1.02615756261833,-1.73613199964166,1.80145081225783,-1
"212",1.06935269706417,-0.0397726250812411,0.495564356446266,1
"213",-0.829203421281621,1.37404283788055,1.28833722323179,-1
"214",0.76934830027148,0.734270635992289,-0.887597407214344,1
"215",0.919801290414516,0.0348399179056287,-1.67314779013395,1
"216",-0.958021266453636,-0.680322063155472,-0.765041465871036,-1
"217",-0.813603282371913,-1.2682585529983,1.70608003996313,-1
"218",1.03227718367821,-0.0153361735865474,1.32160914316773,1
"219",-1.03131966587234,-0.151564488187432,-1.53784277196974,-1
"220",-1.05125298439919,0.187856320291758,1.79758572857827,-1
"221",0.804627057878989,-0.936022504232824,0.648763054050505,1
"222",1.21074821520612,1.57988128904253,1.92754620499909,1
"223",-1.25106602035163,-0.0360333537682891,-1.1092557804659,-1
"224",-0.927266008416142,0.949962547980249,1.5911623435095,-1
"225",0.868335603604939,1.99874828383327,1.26372574828565,1
"226",-0.90332637188858,1.2913654204458,1.08442382048815,-1
"227",-1.10627333182087,-0.264960295520723,-1.78430606145412,-1
"228",0.912003879510815,-1.28115004301071,0.634730766527355,1
"229",1.12644409020798,-0.934031269513071,1.66346793342382,1
"230",-0.971041184183155,0.969124133698642,0.293164286762476,-1
"231",-0.881929347686297,1.98151895776391,0.26135519053787,-1
"232",-1.28051453900321,0.579182679764926,0.027819287031889,-1
"233",0.919126033898943,-0.601061177439988,1.16640594601631,1
"234",-0.971695903838774,1.32994303293526,0.552518779411912,-1
"235",-1.0092295965739,-0.714536162093282,-0.824142264202237,-1
"236",0.894281706310353,-1.34003701340407,-1.75619984045625,1
"237",-0.866137187247817,-0.442326080054045,-0.356530255638063,-1
"238",1.11324796399179,-0.0533695733174682,0.71676030755043,1
"239",-0.784539663586831,1.01963086053729,1.63405142445117,-1
"240",0.926656900862405,-1.25760653614998,1.49341355077922,1
"241",1.20094705426347,0.86582363769412,-1.95925611071289,1
"242",1.1180986336168,0.707037701271474,-0.0462757060304284,1
"243",0.919023318294517,0.79681480396539,-1.81820611003786,1
"244",-0.832040659002183,-0.762058474123478,-1.85347881633788,-1
"245",1.1407967313385,-1.40211309771985,0.701202883385122,1
"246",1.20934904881241,-0.438865538686514,0.898198841139674,1
"247",0.773733234981691,0.956519619561732,-0.827470451593399,1
"248",-1.03131887055596,-1.15362403169274,-1.01932014431804,-1
"249",-1.01967219641514,-0.51660269126296,-1.29258134122938,-1
"250",0.954358231758236,-1.01580020412803,0.19799405708909,1
"251",-1.0468172934653,1.25411187298596,-1.63438576180488,-1
"252",0.840410756008274,-1.81639865785837,0.0131592703983188,1
"253",-1.0406671703053,0.0860997661948204,0.649712529033422,-1
"254",0.979692570647133,-1.90147216618061,0.208052482455969,1
"255",-0.990239067056119,-0.265897949226201,-0.91532542090863,-1
"256",-0.989391584315254,0.561808232218027,1.38149436656386,-1
"257",1.07610478369948,-0.13558765873313,1.80804622545838,1
"258",-1.14659265514008,-1.45086003560573,1.39359205123037,-1
"259",0.892005469676869,-1.79188488889486,0.900758340023458,1
"260",-1.06730129817813,0.610494024120271,0.79956344421953,-1
"261",1.15612487753682,0.808744628913701,-0.818016733974218,1
"262",-1.13219037385988,0.16617389768362,0.592576772905886,-1
"263",-1.10872935964332,-1.25512995012105,-1.39719283673912,-1
"264",-1.20575785789816,0.972506869584322,1.26548820175231,-1
"265",1.12996860924206,-0.128837670199573,0.430388269945979,1
"266",1.08220801515545,-0.40028578042984,0.359916080720723,1
"267",1.0850853978561,-1.04845447093248,0.898547062650323,1
"268",1.02414358915407,1.66380540747195,1.70035212673247,1
