"","","","y"
"1",7.82497152662836,5.23288875677776,2.92720462548675
"2",3.42209407826886,-0.967234421765685,3.37655311748703
"3",2.49913701904006,-0.657847589400929,3.44606255088943
"4",0.657981170807034,1.65673756376889,4.07088624009644
"5",0.86039132066071,1.36618108587616,3.92897615461143
"6",1.4088737484999,0.540022029476188,3.75426106092762
"7",0.631815521977842,1.7883276040853,4.02454817654302
"8",6.83238382264972,2.63191194121414,2.67521257258092
"9",5.81059575569816,0.852135255142723,2.86508327278934
"10",7.30983094754629,3.7783913669919,2.93479333132892
"11",4.55191138223745,-0.610238337472092,3.06825814735964
"12",5.45235880487598,0.232410647898429,2.83297172339543
"13",2.71421611797996,-0.749182815616319,3.43342334196556
"14",5.92102006077766,0.873382070065033,2.80508836596858
"15",2.88267442397773,-0.804079871098985,3.30441169819761
"16",-0.0818873685784638,3.28486500176936,4.34162173339326
"17",6.65666904533282,2.36211935126804,2.72283828359947
"18",3.50058083236217,-1.02709187816869,3.30779460022119
"19",1.33998453966342,0.543956554056864,3.80002754236935
"20",-0.326864066533744,3.9482121717461,4.48591413958986
"21",7.69722018903121,4.75624780668767,2.65687403432911
"22",5.31007499271072,0.00758956441500935,3.13453336435945
"23",3.03725560917519,-0.905892648521698,3.39090894381914
"24",6.64139350666665,2.26223821513214,2.94956671812564
"25",1.28075529611669,0.595311431180206,3.87258694087489
"26",7.42802497721277,4.07651866560352,2.59147642888409
"27",2.28783014952205,-0.489259798378485,3.43506427271469
"28",2.55242122174241,-0.731162271097448,3.33819696556343
"29",3.3265568902716,-0.906738561343262,3.41287685068789
"30",2.60714097623713,-0.704351167611528,3.47990004173246
"31",-0.657690762775019,4.73526084782586,4.69331386411191
"32",0.749633528990671,1.46983383420313,4.05728723275127
"33",5.63003195729107,0.525998459297643,2.79772154802157
"34",6.0392604675144,1.17911483543672,2.83271750093216
"35",1.87246890040115,-0.101703202442299,3.64611695839987
"36",7.58923409157433,4.610440438166,2.95510164343267
"37",5.94433289323933,0.946124198063732,3.00241042207363
"38",5.70870241965167,0.660330191258141,3.09418608244712
"39",6.19621763308533,1.43988277955377,3.09787725514228
"40",3.87127007893287,-0.867043132821684,3.1217127095343
"41",2.22477601305582,-0.445043278514145,3.58449467207265
"42",5.47087234607898,0.3186464800501,2.85760725834956
"43",5.06360399210826,-0.211763577517421,2.90559222003921
"44",4.37934638373554,-0.7244941574232,3.04966262217658
"45",2.43067357107066,-0.594619809188987,3.62773019207664
"46",7.92702051671222,5.50035766991698,2.5170163217476
"47",4.0593099608086,-0.872657728472062,3.14609692175167
"48",5.68748772423714,0.661115725280012,3.15887945128415
"49",-0.65095994155854,4.70483460176142,4.64557494378243
"50",0.519793892279267,1.99039499608964,3.9459723565501
"51",4.01299530011602,-0.862021847693611,3.00837142334755
"52",3.76606424408965,-0.98119189875128,3.35135908519875
"53",3.44995031296276,-1.06781818387255,3.36422270741488
"54",-0.534233599901199,4.46238321191502,4.56481021722005
"55",-0.733422691235319,4.92110428566363,4.86474724146677
"56",2.27367215533741,-0.466347370320978,3.65014034170565
"57",6.38073114980944,1.69704033687806,2.71468063715389
"58",0.845948609989136,1.36675092878353,3.87769562732023
"59",3.59864950599149,-1.02699135408765,3.3995840590975
"60",0.697587643517181,1.73357017094813,4.03708976186108
"61",3.47797757410444,-1.03100747871356,3.3509786889676
"62",2.02772847074084,-0.171214282482796,3.55010386343441
"63",6.70029112440534,2.36483105475281,2.70684493028724
"64",4.91362476511858,-0.321660717001625,3.14208565058566
"65",2.33720260183327,-0.525648178471732,3.52425022321646
"66",-0.197179851587862,3.50602894449561,4.46579567194169
"67",1.7160298936069,0.0258332772849215,3.6349849289733
"68",0.531662935391068,1.89255934026088,4.02535242906112
"69",5.00789497187361,-0.124179436719963,3.11492260237577
"70",1.5347192089539,0.397062341835858,3.71840385551515
"71",3.76485074777156,-1.00311621813045,3.42373118397082
"72",6.6239785940852,2.18784217326718,2.72861096453508
"73",1.84887498500757,-0.113088478353692,3.81634577726085
"74",2.20275441696867,-0.42489497303631,3.66418066070444
"75",2.28347961907275,-0.517473502768193,3.46851354563655
"76",7.87384111084975,5.37063384548988,2.94333673115561
"77",0.741951229749247,1.52187623449511,4.0507338815076
